"y","MEN","URBAN","PRIVATE","AGE","SENIORITY"
1,0,0,1,49,21
1,1,0,1,50,23
0,1,0,1,44,7
0,1,1,1,51,2
0,1,0,1,56,6
0,1,0,1,69,11
0,1,0,1,74,3
1,1,0,1,50,9
0,1,0,1,52,3
0,1,1,1,38,4
1,0,1,1,48,3
0,1,0,1,45,6
0,1,0,1,28,16
1,0,1,1,48,7
0,1,1,1,50,4
0,0,1,1,18,3
1,1,0,1,60,32
1,1,0,1,40,18
0,1,1,1,34,9
1,1,0,1,27,27
1,1,0,1,45,19
0,1,0,1,34,13
0,1,0,1,38,2
1,0,0,1,48,17
1,1,1,1,47,8
0,1,1,1,39,5
1,1,1,1,30,2
1,1,0,1,56,20
0,1,1,1,38,4
1,1,1,1,36,13
0,1,0,1,23,2
0,1,0,1,67,13
0,1,0,1,32,9
0,0,0,1,32,2
0,1,0,1,62,16
0,1,0,1,47,7
0,1,1,1,46,3
1,0,0,1,36,10
0,0,0,1,48,7
0,1,1,1,60,4
0,1,0,1,58,6
0,1,1,1,61,2
0,1,0,1,65,21
0,1,0,1,35,11
1,0,1,1,45,12
0,0,0,1,51,5
0,1,0,1,61,2
0,1,0,1,60,17
0,1,1,1,31,7
0,1,0,1,60,17
0,1,0,1,62,7
0,1,0,1,70,8
0,1,0,1,65,10
0,1,0,1,61,9
1,1,1,1,23,2
0,0,0,1,60,27
1,1,1,1,41,8
0,1,1,1,62,13
0,1,0,1,38,7
1,1,1,1,44,16
0,0,0,1,34,13
0,1,0,1,48,10
1,1,1,1,41,11
0,0,0,1,31,3
0,1,0,1,52,7
0,1,0,1,32,6
0,1,1,1,56,6
0,0,1,1,50,15
1,1,0,1,43,18
1,1,1,1,34,2
1,1,0,1,56,13
0,1,0,1,29,8
1,0,0,1,31,7
0,1,0,1,66,6
0,1,0,1,54,7
1,1,0,1,50,22
1,1,0,1,73,29
0,1,0,1,37,8
1,1,0,1,26,12
0,1,0,1,47,11
1,1,1,1,67,14
0,0,0,1,44,14
0,1,1,1,56,12
1,1,1,1,45,11
1,1,0,1,38,14
0,1,0,1,38,13
0,0,1,1,24,2
1,1,1,1,30,17
0,0,0,1,46,5
0,1,0,1,44,3
1,1,0,1,62,28
0,1,0,1,20,3
0,1,0,1,48,4
0,1,0,1,41,9
0,0,0,1,26,7
0,0,0,1,36,13
0,0,0,1,42,9
0,1,0,1,47,9
0,0,1,1,45,27
0,0,0,1,40,6
0,1,0,1,61,19
0,1,0,1,51,6
0,1,0,1,50,14
0,1,1,1,45,2
1,1,0,1,56,2
0,1,0,1,68,5
0,1,0,1,23,2
0,0,0,1,27,5
1,0,0,1,37,11
1,0,1,1,41,4
0,1,0,1,57,12
0,1,0,1,67,23
1,1,0,1,32,17
0,1,1,1,32,4
0,0,0,1,56,7
1,1,1,1,58,18
0,1,0,1,46,2
1,1,1,1,29,3
0,1,1,0,61,10
0,1,0,1,51,13
0,1,0,1,66,20
0,1,1,1,46,2
1,0,0,1,31,6
0,1,0,1,43,14
1,1,1,1,49,13
1,1,0,1,57,23
0,1,0,1,49,19
0,1,0,1,56,17
1,1,0,1,51,2
1,1,0,1,43,15
0,0,0,1,55,9
1,1,1,1,66,19
1,0,1,1,45,4
0,1,1,1,57,14
1,1,1,1,44,7
0,1,0,1,24,3
0,1,0,1,22,9
0,1,0,1,49,11
0,1,0,1,71,12
0,1,0,1,39,2
0,0,0,1,36,8
0,1,0,1,58,13
1,0,0,1,53,16
0,1,1,1,53,8
0,1,0,1,46,6
0,1,0,1,72,12
0,1,1,1,39,7
1,0,1,1,42,15
0,1,0,1,54,11
0,1,0,1,34,4
1,0,1,1,47,2
0,1,0,1,56,25
0,1,0,1,63,15
0,1,0,1,72,19
0,0,0,1,44,10
0,1,0,1,51,15
1,0,0,1,42,13
1,1,1,1,44,19
0,1,1,1,26,3
1,1,0,1,22,7
0,1,0,1,60,13
0,1,1,1,56,19
0,1,0,1,46,22
0,1,0,1,57,9
0,1,0,1,72,2
1,1,1,1,48,16
0,1,0,1,48,9
1,0,1,1,58,7
1,1,1,1,73,19
0,1,0,1,66,16
1,1,1,1,60,8
0,1,0,1,71,6
0,1,0,1,51,16
0,1,0,1,39,10
0,1,0,1,45,15
0,0,0,1,51,2
0,1,0,1,65,9
0,1,0,1,36,6
0,1,1,1,53,9
1,1,0,1,46,13
0,1,0,1,31,5
0,1,0,1,43,11
1,0,0,1,44,19
1,1,0,1,46,18
1,1,0,1,42,16
0,0,0,1,45,30
1,1,0,1,56,28
0,0,0,1,52,6
0,1,0,1,51,3
1,0,0,1,43,11
0,1,0,1,41,3
1,1,1,1,31,5
0,1,0,1,74,14
0,1,0,1,58,8
1,1,1,1,39,13
0,1,0,1,58,17
1,1,1,1,46,8
0,1,0,1,40,3
1,1,1,1,34,9
1,0,0,1,39,15
1,0,1,1,27,2
0,1,0,1,35,12
1,0,1,1,41,2
0,1,0,1,34,7
0,1,0,1,65,18
1,1,1,1,36,9
0,1,0,1,78,25
0,1,0,1,71,6
1,1,0,1,50,7
1,1,0,1,46,12
1,0,1,1,42,17
1,1,1,1,29,5
0,1,0,1,56,18
1,0,1,1,32,4
0,1,0,1,35,6
0,0,0,1,44,5
1,1,1,1,55,24
0,1,0,1,41,13
1,0,0,1,49,14
0,1,1,1,50,21
0,1,0,1,25,2
0,1,0,1,75,13
0,1,0,1,56,13
1,1,1,1,27,5
0,1,1,1,53,14
0,1,0,1,68,19
0,1,0,1,28,2
0,1,0,1,50,3
0,0,0,1,37,5
1,0,0,1,37,6
0,1,0,1,54,5
0,1,1,1,37,6
0,1,0,1,66,23
0,0,1,1,46,17
0,1,0,1,41,6
1,0,0,1,44,23
0,1,0,1,62,5
0,0,0,1,58,10
1,0,1,1,39,2
0,1,1,1,67,14
0,0,0,1,77,20
0,1,1,1,71,12
1,1,1,1,37,10
0,1,1,1,23,3
1,0,1,1,26,3
0,1,0,1,66,8
0,0,1,1,50,11
0,1,0,1,63,5
0,1,1,1,61,6
1,0,1,1,26,4
0,1,0,1,63,21
1,1,0,1,40,22
0,1,1,1,55,13
1,0,0,1,36,6
0,1,0,1,29,4
0,0,0,1,36,3
1,1,0,1,38,22
0,1,0,1,52,18
0,1,0,1,50,15
0,1,0,1,26,3
0,0,0,1,26,2
0,1,0,1,61,20
0,0,0,1,46,4
0,1,1,1,58,20
0,0,0,1,42,15
1,1,0,1,57,15
0,1,1,1,57,16
0,1,1,1,33,3
1,1,1,1,57,21
0,1,0,1,64,18
0,0,0,1,56,4
1,0,1,1,47,5
0,1,0,1,67,3
0,1,0,1,62,7
1,0,1,1,43,5
0,1,0,1,61,20
0,0,0,1,53,9
0,1,0,1,60,4
0,1,0,1,70,38
0,1,0,1,47,3
0,1,0,1,26,7
0,1,0,1,58,18
0,0,0,1,45,7
0,1,0,1,52,2
1,1,0,1,70,26
1,1,0,1,39,15
0,1,0,1,41,3
0,0,1,1,37,13
0,1,0,1,44,4
0,1,0,1,70,2
0,1,0,1,66,7
0,1,0,1,38,13
0,1,0,1,36,8
1,1,1,1,47,9
0,1,0,1,62,12
0,1,0,1,35,3
0,0,1,1,38,4
1,1,1,1,63,15
0,1,1,1,56,8
0,0,0,1,45,7
0,1,0,1,66,16
1,0,0,1,45,17
0,1,0,1,58,13
0,1,0,1,65,11
1,0,0,1,38,12
0,1,0,1,30,11
0,1,1,1,37,7
1,1,1,1,47,17
1,1,0,1,26,8
0,1,0,1,42,18
0,1,0,1,63,6
0,1,1,1,51,7
0,1,1,1,38,2
0,1,0,1,23,4
0,0,0,1,31,6
0,0,0,1,34,5
0,1,1,1,66,4
0,1,0,1,41,9
0,1,0,1,31,5
0,0,1,1,34,9
0,1,0,1,42,7
0,1,0,1,31,9
0,1,0,1,58,20
0,1,0,1,51,18
0,1,0,1,68,5
0,0,0,1,45,6
0,1,0,1,73,14
0,1,0,1,31,2
0,1,1,1,54,5
0,1,1,1,52,2
0,1,0,1,38,10
0,1,0,1,58,4
0,1,0,1,64,15
0,1,1,1,31,3
1,0,0,1,34,8
0,0,0,1,34,3
0,1,0,1,72,14
0,1,0,1,48,2
1,0,1,1,38,13
0,0,0,1,41,3
0,1,1,1,80,6
0,1,0,1,51,15
0,1,0,1,56,15
1,1,1,1,50,19
0,1,0,1,47,4
0,1,0,1,47,4
0,1,0,1,58,9
0,1,0,1,48,12
0,1,0,1,36,8
0,1,0,1,42,5
0,1,1,1,38,12
1,1,0,1,60,8
1,0,0,1,67,19
1,0,0,1,49,10
0,1,0,1,27,2
0,1,0,1,42,5
0,1,1,1,36,2
1,1,1,1,30,9
0,1,0,1,69,5
0,1,0,1,36,13
1,1,1,1,34,4
0,1,0,1,54,14
1,1,0,1,29,8
0,1,0,1,48,5
1,1,0,1,46,17
0,1,0,1,48,14
0,1,0,1,43,12
0,1,0,1,73,26
0,1,0,1,22,4
1,0,0,1,40,16
1,1,0,1,57,30
0,0,0,1,36,14
0,1,0,1,57,3
0,1,1,1,39,14
0,1,0,1,24,2
0,1,0,1,50,6
0,1,1,1,60,13
0,0,1,1,32,6
0,1,0,1,47,13
0,1,0,1,44,15
0,1,1,1,51,20
0,1,0,1,61,5
0,1,0,1,23,4
1,1,1,1,43,22
1,1,1,1,28,2
1,1,1,1,35,4
0,1,0,1,33,4
1,1,0,1,47,23
0,1,1,1,61,14
1,0,1,1,47,4
0,1,0,1,54,13
0,1,0,1,49,14
0,0,1,1,27,4
0,0,1,1,34,15
0,1,0,1,74,20
0,1,1,1,71,2
0,1,0,1,74,13
1,1,1,1,26,2
1,1,0,1,34,10
1,1,1,1,27,5
0,0,0,1,63,5
0,1,0,1,30,4
1,0,0,1,32,9
0,1,1,1,40,7
0,1,1,1,68,7
0,1,1,1,32,18
1,0,0,1,38,16
0,1,0,1,50,13
0,1,1,1,26,5
1,1,1,1,56,13
1,1,0,1,38,14
1,1,1,1,29,6
0,1,1,1,63,11
1,1,0,1,42,5
0,0,0,1,50,7
0,1,1,1,52,14
0,1,0,1,59,15
0,1,1,1,37,16
0,1,0,1,53,13
1,1,0,1,70,27
0,1,1,1,44,13
0,1,0,1,67,12
1,1,0,1,70,25
0,1,0,1,44,2
0,1,0,1,41,15
0,1,0,1,51,7
1,0,0,1,65,19
1,1,1,1,35,5
0,0,1,1,54,9
1,0,0,1,46,9
0,1,0,1,34,8
1,1,0,1,51,19
0,1,0,1,39,3
0,0,1,1,45,9
1,1,1,1,35,2
1,1,1,1,47,13
0,1,0,1,70,3
1,1,1,1,57,24
1,1,0,1,43,15
1,0,1,1,49,8
1,1,1,1,53,16
0,1,1,1,51,5
0,0,1,1,37,8
0,1,1,1,44,12
0,1,0,1,44,18
1,0,1,1,41,2
0,1,0,1,40,7
0,1,1,1,75,12
0,1,0,1,68,13
1,1,0,1,48,20
0,1,0,1,61,11
0,1,0,1,36,12
0,1,0,1,62,8
0,1,0,1,44,15
0,1,0,1,20,2
1,1,0,1,34,9
0,1,0,1,68,15
1,1,0,1,35,15
0,1,0,1,58,27
0,1,0,1,51,4
0,0,0,1,31,3
0,1,0,1,58,4
0,0,1,1,39,13
0,1,1,1,60,19
0,1,0,1,65,8
0,1,0,1,40,17
0,0,1,1,45,6
1,1,1,1,58,6
0,1,0,1,68,27
1,1,1,1,36,5
0,1,1,1,56,2
1,0,0,1,38,8
0,0,0,1,38,7
0,1,0,1,54,9
0,1,0,1,69,12
1,0,0,1,52,15
0,1,0,1,73,24
1,1,1,1,35,6
0,1,1,1,42,5
1,0,0,1,38,8
1,1,1,1,40,7
0,1,0,1,52,6
0,0,0,1,44,14
1,1,0,1,48,24
1,1,0,1,50,12
0,1,0,1,66,15
0,1,0,1,33,2
1,1,1,1,51,8
0,1,1,1,61,14
0,0,1,1,42,9
0,1,0,1,58,14
0,0,0,1,21,6
1,1,0,1,41,14
0,1,0,1,35,6
0,0,0,1,68,14
1,1,1,1,38,14
1,1,1,1,63,10
0,1,0,1,47,12
1,1,1,1,45,9
0,1,0,1,38,6
0,1,0,1,48,14
0,1,0,1,27,2
0,1,0,1,26,3
0,1,1,1,58,5
0,0,0,1,33,9
1,1,1,1,52,11
1,1,1,1,19,3
0,1,0,1,55,2
0,1,0,1,34,16
0,1,1,1,35,16
1,1,0,1,46,21
1,1,0,1,61,23
0,1,0,1,35,5
0,1,0,1,45,20
0,1,0,1,39,9
0,1,0,1,44,2
1,1,0,1,39,14
1,0,0,1,51,12
0,1,0,1,24,4
1,0,0,1,30,22
0,1,1,1,36,12
0,1,0,1,64,15
0,1,0,1,43,15
1,0,0,1,58,14
0,0,0,1,40,7
0,1,0,1,42,8
0,1,0,1,62,8
0,1,1,1,51,4
0,1,0,1,39,21
1,0,1,1,26,2
0,1,0,1,66,2
0,0,0,1,49,14
1,1,1,1,44,12
0,1,0,1,39,14
0,1,0,1,38,4
1,1,1,1,45,14
0,1,1,1,39,14
0,1,0,1,66,13
1,0,0,1,34,12
1,0,0,1,38,15
0,1,0,1,52,12
1,1,0,1,58,18
0,1,0,1,33,6
0,1,0,1,46,4
0,0,0,1,55,3
1,1,0,1,52,24
0,1,0,1,55,5
0,1,1,1,60,9
0,1,0,1,47,4
1,1,1,1,49,15
0,1,0,1,61,4
0,0,0,1,53,4
0,1,0,1,71,21
0,1,0,0,72,10
0,1,1,1,49,23
1,1,0,1,41,17
0,1,1,1,68,10
0,1,1,1,55,16
1,1,0,1,37,14
0,0,0,1,40,5
0,0,0,1,48,7
0,1,0,1,33,7
1,1,1,1,49,16
0,1,0,1,35,4
0,1,0,1,62,16
1,1,0,1,29,3
1,0,0,1,28,3
1,1,1,1,47,21
1,1,0,1,41,20
0,1,0,1,51,3
0,0,1,1,30,2
0,1,0,1,54,12
0,1,0,1,23,5
1,1,0,1,36,7
1,0,1,1,41,14
0,1,0,1,31,2
0,1,1,1,65,15
0,1,1,1,40,6
0,1,0,1,57,12
0,1,1,1,32,4
1,1,0,1,42,16
0,0,0,1,40,4
0,0,0,1,62,4
1,1,0,1,47,12
0,0,1,1,33,3
1,1,1,1,48,7
1,1,1,1,39,13
0,1,0,1,69,21
1,1,1,1,63,2
1,1,0,1,32,11
1,0,1,1,64,7
0,1,1,1,39,6
1,1,0,1,33,13
1,1,0,1,37,10
1,1,0,1,44,16
0,1,0,1,83,11
1,1,1,1,27,3
1,1,1,1,63,16
0,0,0,1,53,10
0,1,0,1,67,15
0,1,1,1,25,2
0,1,1,1,41,9
1,1,0,1,21,2
0,1,0,1,73,15
1,1,1,1,42,8
0,1,0,1,38,17
0,1,0,1,52,20
0,1,0,1,46,16
0,0,1,1,42,15
0,1,0,1,50,2
0,1,0,1,34,2
1,1,1,1,68,22
0,0,1,1,26,2
0,0,0,1,51,2
1,1,1,1,40,6
1,1,0,1,45,21
1,1,0,1,36,13
0,1,0,1,36,17
1,1,1,1,31,7
1,1,0,1,40,19
0,1,0,1,58,20
0,1,0,1,28,5
0,0,0,1,29,10
1,1,0,1,56,3
0,1,0,1,34,2
0,0,0,1,45,2
0,1,0,1,41,14
1,0,0,1,31,5
1,1,1,1,68,17
0,1,0,1,60,10
0,0,0,1,41,12
1,1,1,1,51,9
0,1,0,1,40,16
0,1,0,1,54,7
0,1,0,1,40,2
0,0,1,1,27,2
0,1,0,1,41,4
1,1,0,1,51,22
0,1,0,1,40,5
1,1,1,1,37,5
1,1,1,1,29,9
0,1,0,1,76,19
0,1,1,1,44,9
0,1,1,1,42,3
1,1,0,1,38,14
0,1,1,1,51,18
1,1,1,1,44,18
1,1,1,1,45,21
1,1,0,1,74,28
0,1,0,1,69,9
0,1,0,1,61,5
0,1,0,1,52,12
1,1,1,1,61,15
0,1,0,1,45,7
0,1,0,1,65,18
1,1,0,1,39,17
0,0,1,1,33,7
1,1,1,1,42,9
1,0,0,1,33,13
0,1,1,1,47,2
0,1,0,1,31,5
0,1,0,1,39,8
1,1,1,1,42,6
0,0,0,1,33,7
1,0,0,1,30,9
1,1,0,1,52,20
0,1,0,1,78,12
0,1,0,1,36,11
1,1,0,1,45,19
0,1,0,1,34,2
0,1,1,1,52,11
0,1,0,1,18,2
1,1,1,1,56,14
1,1,1,1,32,14
0,1,1,1,69,20
0,1,0,1,71,19
0,1,1,1,36,11
0,1,0,1,26,9
0,1,0,1,22,3
0,0,0,1,76,17
0,0,0,1,29,2
0,1,1,1,39,13
0,0,1,1,39,12
0,1,1,1,37,12
0,1,0,1,77,11
0,1,0,1,29,5
0,1,0,1,52,10
0,1,0,1,60,17
0,1,0,1,48,8
1,1,1,1,22,4
1,1,1,1,41,21
0,0,0,1,28,8
0,1,0,1,39,13
1,1,0,1,52,13
1,0,1,1,39,5
1,1,1,1,48,16
0,0,1,1,51,20
1,1,0,1,42,19
0,1,0,1,48,16
1,1,1,1,21,7
0,0,0,1,52,5
0,0,1,1,29,4
0,1,0,0,24,4
0,1,1,1,53,4
0,0,0,1,45,2
0,1,0,1,65,4
0,0,1,1,28,2
1,0,0,1,28,7
0,1,0,1,51,14
1,1,1,1,34,3
0,1,0,1,34,3
1,1,1,1,64,15
0,1,0,1,50,3
0,1,1,1,50,4
0,1,0,1,46,19
1,0,0,1,43,20
0,1,0,1,35,5
1,0,1,1,45,2
1,1,0,1,38,20
1,1,1,1,76,22
0,1,0,1,50,4
0,1,0,1,36,3
1,1,0,1,48,3
0,0,1,1,37,3
0,0,0,1,41,2
0,1,0,1,51,12
1,0,0,1,49,13
0,1,1,1,23,5
0,1,0,1,62,7
0,0,0,1,49,4
1,0,1,1,54,8
0,1,0,1,49,7
0,1,0,1,30,3
1,0,0,1,37,14
0,1,1,1,72,16
0,1,0,1,71,8
0,1,0,1,61,22
0,1,0,1,33,6
0,1,0,1,34,12
1,1,0,1,34,11
1,1,0,1,34,14
1,1,0,1,40,10
1,1,1,1,82,20
0,1,0,1,43,3
0,0,0,1,52,2
0,1,0,1,77,18
0,1,0,1,51,2
1,0,1,1,31,4
1,0,0,1,27,3
0,1,0,1,70,11
0,0,0,1,46,13
1,0,0,1,31,10
0,1,0,1,48,21
0,1,0,1,75,20
1,1,1,1,18,2
0,1,0,1,35,8
1,1,1,1,35,11
1,1,1,1,37,10
1,1,1,1,37,4
0,1,0,1,56,9
0,0,0,1,38,6
0,1,1,1,71,3
0,0,1,1,28,3
1,1,1,1,44,12
0,0,1,1,53,4
1,1,1,1,71,20
0,1,1,0,20,2
0,0,0,1,33,2
0,1,1,1,40,9
1,1,1,1,39,2
0,1,0,1,42,4
0,1,0,1,62,36
0,0,0,1,56,6
0,1,1,1,75,9
0,1,0,1,65,5
0,1,1,1,31,7
0,1,0,1,36,13
0,1,0,1,69,16
1,1,0,1,58,21
1,0,0,1,31,8
1,1,1,1,62,15
0,1,0,1,50,7
1,0,1,1,36,3
1,1,1,1,54,14
0,0,1,1,48,6
0,1,0,1,46,10
0,0,0,1,38,6
0,0,1,1,48,3
0,1,0,1,51,16
0,1,0,1,50,14
0,0,0,1,48,9
1,0,0,1,45,13
0,1,1,1,52,7
0,0,1,1,37,7
0,1,1,1,32,2
1,0,1,1,24,3
0,1,0,1,36,14
0,1,0,1,82,20
1,1,0,1,50,18
0,1,0,1,34,3
0,1,0,1,61,15
1,1,1,1,57,26
0,1,0,1,69,2
0,1,0,1,56,6
1,0,0,1,46,7
0,1,0,1,52,21
1,1,1,1,50,8
0,0,1,1,48,25
0,1,0,1,35,14
1,1,0,1,36,21
0,1,0,1,52,8
0,1,0,1,47,11
0,1,0,1,55,20
0,1,0,1,45,3
0,0,1,1,36,7
0,1,0,1,56,16
0,0,0,1,32,4
0,1,0,1,43,5
1,0,1,1,62,10
0,0,1,1,48,4
0,1,1,1,64,11
1,1,1,1,57,13
0,0,0,1,46,14
0,1,0,1,39,12
0,1,0,1,35,4
0,0,0,1,40,15
0,1,0,1,62,14
1,1,0,1,31,15
1,0,1,1,37,4
0,0,1,1,27,4
1,0,0,1,43,5
0,1,0,1,52,9
1,1,1,1,45,8
0,0,0,1,26,4
1,1,0,1,39,14
0,0,1,1,28,2
1,1,0,1,52,13
1,1,1,1,52,9
0,1,0,1,50,6
0,0,0,1,38,12
1,1,1,1,56,17
0,1,0,1,44,18
1,1,0,1,23,5
0,0,0,1,40,3
0,1,0,1,44,15
0,1,0,1,54,9
0,0,0,1,37,16
0,0,0,1,50,8
0,1,1,1,38,2
0,1,0,1,31,3
1,1,1,1,30,8
0,1,0,1,27,16
0,1,1,1,44,22
1,0,0,1,43,13
0,1,0,1,48,15
0,0,0,1,32,2
0,1,0,1,65,7
0,0,0,1,36,10
0,1,1,1,60,2
0,0,1,1,36,11
1,1,0,1,40,2
0,1,1,1,38,14
0,1,0,1,59,20
0,1,0,1,42,9
0,0,0,1,38,16
0,1,0,1,68,13
1,0,0,1,35,3
0,1,0,1,57,16
1,1,0,1,37,15
0,1,0,1,56,9
1,0,0,1,36,5
1,1,0,1,37,14
0,1,0,1,55,19
1,0,1,1,44,5
1,1,1,1,70,24
0,1,0,1,57,6
1,1,0,1,27,8
0,1,0,1,72,11
0,1,1,1,33,4
1,1,1,1,60,31
0,1,0,1,64,16
0,1,0,1,58,20
1,0,0,1,43,12
1,1,0,1,39,15
0,0,1,1,40,10
0,1,0,1,49,19
0,1,0,1,56,17
0,1,0,1,47,7
1,1,0,1,50,20
0,1,1,1,92,16
0,1,0,1,51,15
0,1,0,1,50,3
0,1,0,1,65,11
0,1,1,1,41,13
0,1,0,0,34,7
0,1,1,1,41,2
0,1,1,1,34,2
0,0,0,1,33,3
1,0,1,1,54,6
0,1,1,1,60,18
0,1,1,1,45,17
0,1,1,1,46,5
1,0,0,1,29,6
1,0,0,1,38,8
0,1,0,1,39,12
0,1,0,1,56,7
0,0,0,1,35,16
1,1,1,1,60,17
0,1,1,1,37,2
0,1,0,1,26,3
0,1,0,1,35,9
0,1,0,1,37,14
0,1,0,1,72,9
1,0,0,1,28,4
1,1,1,1,38,6
1,0,1,1,43,20
0,1,1,1,49,2
0,1,0,1,51,18
0,1,1,1,63,20
0,1,0,1,46,9
0,1,1,1,50,22
1,1,0,1,41,19
1,1,0,1,33,16
1,1,0,1,63,35
0,1,0,1,47,15
0,1,1,1,41,16
1,0,1,1,39,11
0,1,0,1,80,2
0,1,0,1,32,7
0,0,0,1,39,7
0,1,0,1,29,7
0,1,0,1,32,9
1,1,1,1,32,9
0,1,0,1,55,23
0,1,0,1,77,17
0,0,0,1,47,2
0,1,0,1,53,15
0,1,1,1,31,6
0,1,1,1,29,2
0,1,0,1,36,6
0,1,0,1,43,17
0,1,0,1,43,20
0,0,0,1,28,7
1,0,0,1,32,6
1,1,0,1,38,18
0,1,0,1,76,11
0,1,1,1,44,4
1,1,0,1,45,15
0,1,0,1,43,7
1,1,1,1,24,3
0,1,0,1,61,15
0,0,0,1,38,5
0,1,0,1,74,14
0,1,0,1,51,7
1,1,0,1,32,14
0,1,0,1,28,5
0,1,1,1,34,5
0,1,0,1,62,21
1,1,0,1,36,14
0,1,0,1,54,14
0,1,0,1,70,17
1,0,0,1,29,3
0,1,1,1,30,2
0,0,1,1,45,20
0,1,0,1,39,6
1,0,1,1,35,2
0,0,0,1,29,3
0,0,1,1,58,5
1,1,1,1,47,25
1,1,0,1,57,20
0,1,1,1,33,6
0,1,1,1,61,11
0,1,1,1,44,13
1,1,0,1,26,6
0,1,1,1,58,4
0,1,0,1,38,4
1,1,1,1,35,10
0,1,0,1,53,5
1,1,0,1,31,11
0,1,0,1,39,6
0,1,0,1,30,3
1,1,0,1,37,15
0,1,0,1,62,14
1,1,1,1,49,16
0,0,0,1,56,3
0,1,0,1,30,8
1,0,1,1,55,28
0,1,0,1,65,14
0,1,0,1,33,8
1,0,0,1,38,8
0,0,0,1,29,9
1,1,1,1,71,18
0,1,0,1,48,3
0,0,0,1,42,3
0,1,0,1,35,4
1,1,0,1,50,14
1,1,1,1,27,5
0,1,0,1,44,15
1,1,0,1,39,17
1,1,1,1,51,14
0,1,0,1,72,14
0,0,1,1,42,12
0,1,1,1,75,15
1,1,0,1,65,3
